2018/09/07.21:02:11	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	52	-74	80	-75	-74	159	2018/09/07.21:01:58	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"StormBreaker"	00:22:6B:47:B8:32	1	AP	bgn	PSK	CCMP	CCMP	2412	22	-89	20	-89	-89	1	2018/09/07.21:02:05	2018/09/07.21:02:11	"Cisco-Linksys, LLC"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:8B:48	1	AP	bgn	PSK	CCMP	CCMP	2412	24	-88	20	-88	-88	1	2018/09/07.21:02:05	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	28	-86	80	-86	-86	159	2018/09/07.21:02:05	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	94:F6:65:1D:EC:D8	1	AP	bgn	PSK	CCMP	CCMP	2412	26	-87	20	-87	-87	1	2018/09/07.21:02:11	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"EACCESS"	6C:AA:B3:72:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-83	-83	1	2018/09/07.21:02:11	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	6C:AA:B3:32:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-83	-83	1	2018/09/07.21:02:11	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:11	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	34	-83	80	-83	-83	159	2018/09/07.21:02:11	2018/09/07.21:02:11	"Ruckus Wireless"
2018/09/07.21:02:18	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-40	80	-41	-39	46	2018/09/07.21:01:58	2018/09/07.21:02:18	"Ruckus Wireless"
2018/09/07.21:02:18	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-32	20	-33	-32	1	2018/09/07.21:01:58	2018/09/07.21:02:18	"Ruckus Wireless"
2018/09/07.21:02:18	"TU"	D4:68:4D:3E:8C:88	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-46	20	-84	-46	1	2018/09/07.21:01:58	2018/09/07.21:02:18	"Ruckus Wireless"
2018/09/07.21:02:18	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	86	-57	20	-60	-57	1	2018/09/07.21:01:58	2018/09/07.21:02:18	"Ruckus Wireless"
